verse,grammar,surah
إِذًا لَأَذَقْناكَ ضِعْفَ الْحَياةِ وَضِعْفَ الْمَماتِ ثُمَّ لا تَجِدُ لَكَ عَلَيْنا نَصِيرًا,"﴿إِذًا﴾: حرف جواب. ﴿لَأَذَقْناكَ﴾: مثل (لاتخذوك) والجملة لا محل لها جواب شرط مقدّر أي (لو ركنت لأذقناك). ﴿ضِعْفَ﴾: مفعول به ثان منصوب. ﴿الْحَياةِ﴾:
مضاف إليه مجرور. ﴿وَضِعْفَ الْمَماتِ﴾ (الواو): عاطفة. (ضعف الممات): مثل إعراب (ضعف الحياة) ومعطوف عليه. ﴿ثُمَّ﴾: عاطفة. ﴿لا﴾: نافية. ﴿تَجِدُ﴾: مضارع مرفوع والفاعل مستتر- أنت-. ﴿لَكَ﴾: جار ومجرور متعلق بمحذوف مفعول به ثان. ﴿عَلَيْنا﴾: جار ومجرور متعلق ب:
نصيرا ﴿نَصِيرًا﴾: مفعول به أول منصوب، وجملة (لا تجد ...) لا محل لها معطوفة على جملة (لأذقناك).",الإسراء
وَإِنْ كادُوا لَيَسْتَفِزُّونَكَ مِنَ الْأَرْضِ لِيُخْرِجُوكَ مِنْها وَإِذًا لا يَلْبَثُونَ خِلافَكَ إِلاّ قَلِيلًا ,"﴿وَإِنْ كادُوا لَيَسْتَفِزُّونَكَ مِنَ الْأَرْضِ﴾ (الواو): عاطفة. (إن كادوا ليستفزونك من الأرض): مثل (إن كادوا ليفتنونك عن الذي) في الآية (٧٣) ومعطوفة عليها وجملة (يستفزونك) في محل نصب خبر (كادوا). ﴿لِيُخْرِجُوكَ﴾: (اللام) للتعليل، و(يخرجوك) مضارع منصوب بأن مضمرة و(الواو) فاعل و(الكاف) مفعول به، والمصدر المؤول من (أن) والفعل في محل جر باللام متعلق ب (يستفزونك). ﴿مِنْها﴾: جار ومجرور متعلق ب (يخرجوك). ﴿وَإِذًا﴾ (الواو):
عاطفة (إذا): حرف جواب. ﴿لا﴾: نافية. ﴿يَلْبَثُونَ﴾: مضارع مرفوع بثبوت النون و(الواو) فاعل والجملة لا محل لها جواب شرط مقدّر وهو معطوف على جملة (إن كادوا الثانية). (أي لو أخرجوك لا يلبثون). ﴿خِلافَكَ﴾: ظرف زمان منصوب متعلق ب (يلبثون) و(الكاف) مضاف إليه.
﴿إِلاّ﴾: للحصر. ﴿قَلِيلًا﴾: نائب عن المفعول المطلق منصوب.",الإسراء
سُنَّةَ مَنْ قَدْ أَرْسَلْنا قَبْلَكَ مِنْ رُسُلِنا وَلا تَجِدُ لِسُنَّتِنا تَحْوِيلًا,"﴿سُنَّةَ﴾: مفعول مطلق لفعل محذوف والتقدير (سننا ذلك) والجملة استئنافية.
﴿مَنْ﴾: موصولة-مضاف إليه. ﴿قَدْ﴾: للتحقيق. ﴿أَرْسَلْنا﴾: ماض و(نا) فاعله، والجملة صلة الموصول. ﴿قَبْلَكَ﴾: ظرف منصوب متعلق ب (أرسلنا) و(الكاف) مضاف إليه. ﴿مِنْ رُسُلِنا﴾:
جار ومجرور متعلق بحال من مفعول أرسلنا المحذوف (أي أرسلناه من رسلنا) و(نا) مضاف إليه.
﴿وَلا﴾ (الواو): عاطفة. (لا): نافية. ﴿تَجِدُ﴾: مضارع مرفوع والفاعل مستتر-أنت-.
﴿لِسُنَّتِنا﴾: جار ومجرور متعلق بمحذوف مفعول به ثان و(نا) مضاف إليه. ﴿تَحْوِيلًا﴾: مفعول به أول منصوب، والجملة معطوفة على جملة «سننا) سنة) المقدّرة الاستئنافية.",الإسراء
أَقِمِ الصَّلاةَ لِدُلُوكِ الشَّمْسِ إِلى غَسَقِ اللَّيْلِ وَقُرْآنَ الْفَجْرِ إِنَّ قُرْآنَ الْفَجْرِ كانَ مَشْهُودًا,"﴿أَقِمِ﴾: فعل أمر وفاعله مستتر-أنت-والجملة استئنافية. ﴿الصَّلاةَ﴾: مفعول به منصوب. ﴿لِدُلُوكِ﴾: جار ومجرور متعلق ب (أقم) و(اللام) بمعنى (بعد). ﴿الشَّمْسِ﴾: مضاف إليه مجرور. ﴿إِلى غَسَقِ﴾: جار ومجرور متعلق ب (أقم). ﴿اللَّيْلِ﴾: مضاف إليه مجرور.
﴿وَقُرْآنَ﴾ (الواو): عاطفة. (قرآن): معطوف على (الصلاة) منصوب [أو مفعول به لفعل محذوف تقديره: الزم، والجملة معطوفة على جملة (أقم)]. ﴿الْفَجْرِ﴾: مضاف إليه مجرور.
﴿إِنَّ﴾: حرف توكيد ونصب. ﴿قُرْآنَ﴾: اسم إن منصوب. ﴿الْفَجْرِ﴾: مضاف إليه مجرور.
﴿كانَ﴾: ماض ناقص واسمه مستتر-هو-. ﴿مَشْهُودًا﴾: خبر كان منصوب وجملة كان ومتعلقاتها في محل رفع خبر (إنّ)، وهي ومتعلقاتها تعليلية.",الإسراء
وَمِنَ اللَّيْلِ فَتَهَجَّدْ بِهِ نافِلَةً لَكَ عَسى أَنْ يَبْعَثَكَ رَبُّكَ مَقامًا مَحْمُودًا,"﴿وَمِنَ اللَّيْلِ﴾ (الواو): عاطفة. (من الليل): جار ومجرور متعلق بفعل محذوف تقديره (اسهر أو قم) والجملة (قم من الليل) لا محل لها معطوفة على جملة (أقم) في الآية السابقة.
﴿فَتَهَجَّدْ﴾: (الفاء) عاطفة و(تهجد) فعل أمر وفاعله مستتر-أنت-والجملة معطوفة على جملة (قم من الليل) المقدرة لا محل لها. ﴿بِهِ﴾: جار ومجرور متعلق ب (تهجد). ﴿نافِلَةً﴾: حال
منصوبة من المفعول المحذوف (أي فصلّ التهجد حال كونه نافلة). ﴿لَكَ﴾: جار ومجرور متعلق ب (نافلة). ﴿عَسى﴾: فعل ماض تام. ﴿أَنْ﴾: مصدرية ناصبة ﴿يَبْعَثَكَ﴾: مضارع منصوب و(الكاف) مفعول به. ﴿رَبُّكَ﴾: فاعل مرفوع و(الكاف) مضاف إليه، والمصدر المؤول من (أن يبعثك) في محل رفع فاعل (عسى). ﴿مَقامًا﴾: حال منصوبة بتقدير مضاف (أي ذا مقام).
﴿مَحْمُودًا﴾: نعت ل (مقاما) منصوب. وجملة (عسى أن ...) استئناف بيانيّ.",الإسراء
وَقُلْ رَبِّ أَدْخِلْنِي مُدْخَلَ صِدْقٍ وَأَخْرِجْنِي مُخْرَجَ صِدْقٍ وَاِجْعَلْ لِي مِنْ لَدُنْكَ سُلْطانًا نَصِيرًا,"﴿وَقُلْ﴾ (الواو): عاطفة. (قل): أمر وفاعله مستتر-أنت-والجملة معطوفة على جملة (تهجد) في الآية السابقة لا محل لها. ﴿رَبِّ﴾: منادى منصوب بفتحة مقدرة على ما قبل ياء المتكلم (المحذوفة تخفيفا) وهي مضاف إليه، وحرف النداء محذوف. ﴿أَدْخِلْنِي﴾: فعل دعاء وفاعله مستتر-أنت-والنون للوقاية، و(الياء) مفعول به، والجملة جواب النداء وهو وجوابه في محل نصب مقول القول. ﴿مُدْخَلَ﴾: مفعول مطلق منصوب. ﴿صِدْقٍ﴾: مضاف إليه مجرور. ﴿وَأَخْرِجْنِي مُخْرَجَ صِدْقٍ﴾ (الواو): عاطفة. (أخرجني مخرج صدق): مثل نظيرتها السابقة، ومعطوفة عليها.
﴿وَاجْعَلْ﴾ (الواو): عاطفة. (اجعل): فعل أمر للدعاء وفاعله مستتر-أنت-والجملة معطوفة على جملة (أدخلني). ﴿لِي﴾: جار ومجرور متعلق بمحذوف مفعول به ثان للفعل (اجعل). ﴿مِنْ لَدُنْكَ﴾:
جار ومجرور متعلق بالمفعول به الثاني و(الكاف) مضاف إليه. ﴿سُلْطانًا﴾: مفعول به أوّل منصوب. ﴿نَصِيرًا﴾: نعت منصوب.",الإسراء
وَقُلْ جاءَ الْحَقُّ وَزَهَقَ الْباطِلُ إِنَّ الْباطِلَ كانَ زَهُوقًا,"﴿وَقُلْ﴾ (الواو): عاطفة. (قل): أمر وفاعله مستتر-أنت-والجملة معطوفة على جملة (قل) في الآية السابقة لا محل لها. ﴿جاءَ﴾: ماض. ﴿الْحَقُّ﴾: فاعل مرفوع، والجملة في محل نصب مقول القول. ﴿وَزَهَقَ الْباطِلُ﴾ (الواو): عاطفة. (زهق الباطل): مثل إعراب (جاء الحق) ومعطوفة عليها. ﴿إِنَّ﴾: حرف توكيد ونصب. ﴿الْباطِلُ﴾: اسم إنّ منصوب. ﴿كانَ﴾:
ماض ناقص واسمه مستتر-هو-. ﴿زَهُوقًا﴾: خبر كان منصوب، وجملة (كان ومتعلقاتها) خبر إن، وهي ومتعلقاتها تعليلية.",الإسراء
وَنُنَزِّلُ مِنَ الْقُرْآنِ ما هُوَ شِفاءٌ وَرَحْمَةٌ لِلْمُؤْمِنِينَ وَلا يَزِيدُ الظّالِمِينَ إِلاّ خَسارًا," ﴿وَنُنَزِّلُ﴾ (الواو): استئنافية. (ننزل): مضارع مرفوع والفاعل مستتر (نحن) - للتعظيم-. ﴿مِنَ الْقُرْآنِ﴾: جار ومجرور متعلق ب (ننزل). ﴿ما﴾: موصولة-مفعول به. ﴿هُوَ﴾:
مبتدأ. ﴿شِفاءٌ﴾: خبر مرفوع، والجملة صلة الموصول (ما) وجملة (ننزل ...) استئنافية. ﴿وَرَحْمَةٌ﴾:
(الواو) عاطفة و(رحمة) معطوف على (شفاء) مرفوع. ﴿لِلْمُؤْمِنِينَ﴾: جار ومجرور بالياء متعلق (برحمة وشفاء). ﴿وَلا﴾ (الواو): عاطفة. (لا): نافية. ﴿يَزِيدُ﴾: مضارع مرفوع والفاعل مستتر- هو-. ﴿الظّالِمِينَ﴾: مفعول به منصوب بالياء. ﴿إِلاّ﴾: للحصر. ﴿خَسارًا﴾: مفعول به ثان منصوب، وجملة (لا يزيد ...) معطوفة على الاستئنافية لا محل لها.",الإسراء
وَإِذا أَنْعَمْنا عَلَى الْإِنْسانِ أَعْرَضَ وَنَأى بِجانِبِهِ وَإِذا مَسَّهُ الشَّرُّ كانَ يَؤُسًا ,"﴿وَإِذا﴾ (الواو): عاطفة. (إذا): ظرف للمستقبل متضمن معنى الشرط متعلق بالجواب. ﴿أَنْعَمْنا﴾: ماض و(نا) فاعله. ﴿عَلَى الْإِنْسانِ﴾: جار ومجرور متعلق ب (أنعمنا) وجملة (أنعمنا) في محل جر مضاف إليه. وجملة: إذا أنعمنا ... معطوفة على جملة: ننزل ... في الآية السابقة. ﴿أَعْرَضَ﴾: ماض وفاعله مستتر-هو-والجملة لا محل لها جواب الشرط. ﴿وَنَأى﴾ (الواو): عاطفة. (نأى): ماض وفاعله مستتر-هو-والجملة معطوفة على سابقتها. ﴿بِجانِبِهِ﴾: جار ومجرور متعلق ب (نأى) و(الهاء) مضاف إليه. ﴿وَإِذا﴾ (الواو): عاطفة. (إذا): مثل الأول.
﴿مَسَّهُ﴾: ماض و(الهاء) مفعول به. ﴿الشَّرُّ﴾: فاعل مرفوع. ﴿كانَ يَؤُسًا﴾: مثل إعراب (كان زهوقا) في الآية (٨١)، وجملة (مسّه ...) في محل جر مضاف إليه، وجملة إذا مسّه ... معطوفة على جملة: إذا أنعمنا ... وجملة: (كان يئوسا) جواب الشرط الثاني.",الإسراء
قُلْ كُلٌّ يَعْمَلُ عَلى شاكِلَتِهِ فَرَبُّكُمْ أَعْلَمُ بِمَنْ هُوَ أَهْدى سَبِيلًا,"﴿قُلْ﴾: أمر وفاعله مستتر-أنت-والجملة استئنافية. ﴿كُلٌّ﴾: مبتدأ مرفوع.
﴿يَعْمَلُ﴾: مضارع مرفوع وفاعله مستتر-هو-والجملة خبر المبتدأ (كل)، وهو وخبره مقول القول.
﴿عَلى شاكِلَتِهِ﴾: جار ومجرور متعلق ب (يعمل) والهاء مضاف إليه. ﴿فَرَبُّكُمْ﴾: الفاء عاطفة و(رب) مبتدأ مرفوع و(الكاف) مضاف إليه. ﴿أَعْلَمُ﴾: خبر مرفوع، والجملة معطوفة على مقول القول. ﴿بِمَنْ﴾: جار ومجرور متعلق ب (أعلم). ﴿هُوَ﴾: مبتدأ. ﴿أَهْدى﴾: خبر مرفوع بالضمة
المقدّرة. ﴿سَبِيلًا﴾: تمييز منصوب، وجملة (هو أهدى) صلة الموصول.",الإسراء
وَيَسْئَلُونَكَ عَنِ الرُّوحِ قُلِ الرُّوحُ مِنْ أَمْرِ رَبِّي وَما أُوتِيتُمْ مِنَ الْعِلْمِ إِلاّ قَلِيلًا,"﴿وَيَسْئَلُونَكَ﴾ (الواو): استئنافية. (يسألونك): مضارع مرفوع بثبوت النون و(الواو) فاعل و(الكاف) مفعول به، والجملة استئنافية. ﴿عَنِ الرُّوحِ﴾: جار ومجرور متعلق ب (يسألونك). ﴿قُلِ﴾: أمر وفاعله مستتر أنت، والجملة استئناف بياني. ﴿الرُّوحِ﴾:: مبتدأ. ﴿مِنْ أَمْرِ﴾:
جار ومجرور متعلق بخبر المبتدأ، والجملة في محل نصب مقول القول. ﴿رَبِّي﴾: مضاف إليه مجرور، و(الياء) مضاف إليه. ﴿وَما﴾ (الواو): استئنافية. (ما): نافية. ﴿أُوتِيتُمْ﴾:: ماض مبني للمفعول و(التاء) نائب الفاعل. ﴿مِنَ الْعِلْمِ﴾: جار ومجرور متعلق ب (أوتيتم). ﴿إِلاّ﴾: للحصر.
﴿قَلِيلًا﴾: مفعول به منصوب، وجملة (ما أوتيتم ...) استئنافية [وقد تكون معطوفة بواو العطف على الجملة السابقة إذا كانت تماما لكلام الرسول].",الإسراء
وَلَئِنْ شِئْنا لَنَذْهَبَنَّ بِالَّذِي أَوْحَيْنا إِلَيْكَ ثُمَّ لا تَجِدُ لَكَ بِهِ عَلَيْنا وَكِيلًا,"﴿وَلَئِنْ﴾ (الواو): استئنافية. (لئن): (اللام) موطئة للقسم و(إن) شرطية جازمة.
﴿شِئْنا﴾: ماض مبني في محل جزم فعل الشرط و(نا) فاعله والجملة استئنافية. ﴿لَنَذْهَبَنَّ﴾:
(اللام) واقعة في جواب القسم و(نذهبن) مبني على الفتح في محل رفع، والفاعل مستتر-نحن- للتعظيم-والنون للتوكيد، والجملة جواب القسم وجواب الشرط محذوف مفسر بجواب القسم.
﴿بِالَّذِي﴾: جار ومجرور متعلق ب (نذهبن). ﴿أَوْحَيْنا﴾: ماض و(نا) فاعله، والجملة صلة الموصول. ﴿إِلَيْكَ﴾: جار ومجرور متعلق ب (أوحينا). ﴿ثُمَّ﴾: عاطفة. ﴿لا تَجِدُ لَكَ بِهِ عَلَيْنا وَكِيلًا﴾: مثل نظيرتها في الآية (٧٥)، والجملة معطوفة على جملة القسم الاستئنافية.",الإسراء
